dataset,step,label,n_episodes,episode,seed,success,progress_pct,stage_reached,stage_index,failure_mode,ever_reached,ever_grasped,ever_lifted,ever_hovered,r_reach_max,r_grasp_max,r_lift_max,r_hover_max,max_staged_reward,init_gripper_to_can,min_gripper_to_can,reach_closure_frac,init_can_to_bin_xy,min_can_to_bin_xy,bin_closure_frac,max_can_height_gain,max_can_displacement,can_fell_off,steps,step_first_reach,step_first_grasp,step_first_lift,step_first_hover,step_first_success,eef_path_length,eef_net_displacement,path_efficiency,action_abs_mean,action_abs_max,action_saturation_frac,action_jerk_mean,gripper_cmd_mean,gripper_closed_frac,gripper_switches,best_shaped_reward
ph,750,k1_ph_750,30,27,100027,False,24.53,reach,1,reached_but_no_grasp,True,False,False,False,0.8176,0.0,0.0,0.0,0.8176,0.2147,0.0184,0.9141,,,,0.0,0.0265,False,150,29,,,,,0.9012,0.2061,0.2287,0.2904,1.0,0.0724,0.3441,-0.133,0.42,63,0.3634
ph,750,k1_ph_750,30,28,100028,False,84.13,lift,3,lifted_but_below_threshold,True,True,True,False,0.7809,0.25,0.6032,0.0,0.7809,0.2292,0.0223,0.9028,,,,0.0,0.0306,False,150,27,83,83,,,0.8117,0.2109,0.2598,0.2805,1.0,0.0695,0.333,-0.1298,0.4333,56,0.4543
ph,750,k1_ph_750,30,29,100029,False,21.78,reach,1,reached_but_no_grasp,True,False,False,False,0.7259,0.0,0.0,0.0,0.7259,0.2004,0.0281,0.8597,,,,0.0,0.0127,False,150,19,,,,,0.8355,0.1631,0.1952,0.2749,1.0,0.059,0.3633,-0.0544,0.5,68,0.3226
random,0,k1_random,30,0,100000,False,1.03,none,0,never_reached_cube,False,False,False,False,0.0345,0.0,0.0,0.0,0.0345,0.203,0.2022,0.004,,,,0.0,0.0127,False,150,,,,,,1.9013,0.3047,0.1602,0.4914,0.9981,0.0067,0.6541,0.0591,0.5667,80,0.0153
random,0,k1_random,30,1,100001,False,16.2,reach,1,reached_but_no_grasp,True,False,False,False,0.5399,0.0,0.0,0.0,0.5399,0.1951,0.0497,0.745,,,,0.0,0.0287,False,150,97,,,,,2.1099,0.2287,0.1084,0.5063,0.9987,0.0105,0.6916,0.0694,0.56,79,0.24
random,0,k1_random,30,2,100002,False,5.12,none,0,never_reached_cube,False,False,False,False,0.1707,0.0,0.0,0.0,0.1707,0.198,0.1186,0.401,,,,0.0,0.0161,False,150,,,,,,2.1348,0.1975,0.0925,0.4976,0.9993,0.0095,0.6415,-0.0607,0.4533,78,0.0759
random,0,k1_random,30,3,100003,False,0.64,none,0,never_reached_cube,False,False,False,False,0.0213,0.0,0.0,0.0,0.0213,0.2195,0.2265,0.0,,,,0.0,0.0127,False,150,,,,,,1.799,0.4015,0.2232,0.4983,0.9991,0.0076,0.6643,0.0752,0.56,76,0.0095
random,0,k1_random,30,4,100004,False,14.43,reach,1,reached_but_no_grasp,True,False,False,False,0.4809,0.0,0.0,0.0,0.4809,0.2024,0.0575,0.7159,,,,0.0,0.0127,False,150,112,,,,,1.9733,0.1356,0.0687,0.4976,1.0,0.0086,0.6664,-0.0109,0.5267,76,0.2137
random,0,k1_random,30,5,100005,False,5.98,none,0,never_reached_cube,False,False,False,False,0.1993,0.0,0.0,0.0,0.1993,0.2096,0.1101,0.4749,,,,0.0,0.0127,False,150,,,,,,2.3696,0.2538,0.1071,0.505,0.9991,0.0114,0.6691,0.0084,0.52,77,0.0886
random,0,k1_random,30,6,100006,False,1.79,none,0,never_reached_cube,False,False,False,False,0.0596,0.0,0.0,0.0,0.0596,0.194,0.1742,0.102,,,,0.0,0.0127,False,150,,,,,,2.1521,0.3228,0.15,0.5065,0.9996,0.019,0.6751,0.0298,0.5067,74,0.0265
random,0,k1_random,30,7,100007,False,0.83,none,0,never_reached_cube,False,False,False,False,0.0278,0.0,0.0,0.0,0.0278,0.2082,0.2131,0.0,,,,0.0,0.0127,False,150,,,,,,1.8006,0.2328,0.1293,0.494,0.9998,0.0105,0.6414,0.0361,0.5333,73,0.0123
random,0,k1_random,30,8,100008,False,2.89,none,0,never_reached_cube,False,False,False,False,0.0963,0.0,0.0,0.0,0.0963,0.217,0.1492,0.3126,,,,0.0,0.0127,False,150,,,,,,1.8198,0.2281,0.1253,0.5058,0.9998,0.0133,0.6774,0.0773,0.58,71,0.0428
random,0,k1_random,30,9,100009,False,0.72,none,0,never_reached_cube,False,False,False,False,0.0242,0.0,0.0,0.0,0.0242,0.2226,0.2202,0.0107,,,,0.0,0.0127,False,150,,,,,,2.0629,0.4403,0.2134,0.5094,0.9992,0.0086,0.6799,-0.0434,0.4867,86,0.0107
random,0,k1_random,30,10,100010,False,1.65,none,0,never_reached_cube,False,False,False,False,0.0549,0.0,0.0,0.0,0.0549,0.1916,0.1784,0.069,,,,0.0,0.0127,False,150,,,,,,1.8441,0.3177,0.1723,0.5039,0.999,0.0086,0.677,0.0159,0.5133,72,0.0244
random,0,k1_random,30,11,100011,False,0.56,none,0,never_reached_cube,False,False,False,False,0.0187,0.0,0.0,0.0,0.0187,0.2243,0.2331,0.0,,,,0.0,0.0127,False,150,,,,,,1.8058,0.1658,0.0918,0.5012,0.9994,0.0086,0.6627,0.0458,0.5467,78,0.0083
random,0,k1_random,30,12,100012,False,0.91,none,0,never_reached_cube,False,False,False,False,0.0303,0.0,0.0,0.0,0.0303,0.2013,0.2087,0.0,,,,0.0,0.0127,False,150,,,,,,1.926,0.1462,0.0759,0.5072,0.999,0.0086,0.6699,0.0753,0.5667,73,0.0135
random,0,k1_random,30,13,100013,False,3.69,none,0,never_reached_cube,False,False,False,False,0.123,0.0,0.0,0.0,0.123,0.2152,0.1363,0.3668,,,,0.0,0.0127,False,150,,,,,,1.9697,0.0729,0.037,0.4987,0.9996,0.0143,0.6443,-0.0172,0.5133,80,0.0546
random,0,k1_random,30,14,100014,False,8.53,none,0,never_reached_cube,False,False,False,False,0.2843,0.0,0.0,0.0,0.2843,0.1895,0.0899,0.5257,,,,0.0,0.0127,False,150,,,,,,2.0691,0.2215,0.107,0.4908,0.9995,0.0067,0.6625,-0.0512,0.4533,79,0.1263
random,0,k1_random,30,15,100015,False,0.64,none,0,never_reached_cube,False,False,False,False,0.0213,0.0,0.0,0.0,0.0213,0.2123,0.2265,0.0,,,,0.0,0.0127,False,150,,,,,,1.8109,0.1988,0.1098,0.4959,0.9977,0.0105,0.6659,0.0946,0.5467,63,0.0095
random,0,k1_random,30,16,100016,False,14.28,reach,1,reached_but_no_grasp,True,False,False,False,0.4758,0.0,0.0,0.0,0.4758,0.2127,0.0582,0.7264,,,,0.001,0.0673,False,150,89,,,,,2.3302,0.1837,0.0788,0.5235,0.9984,0.0086,0.6659,-0.0724,0.44,80,0.2115
random,0,k1_random,30,17,100017,False,18.44,reach,1,reached_but_no_grasp,True,False,False,False,0.6147,0.0,0.0,0.0,0.6147,0.2207,0.0406,0.8159,,,,0.0,0.0226,False,150,133,,,,,2.3336,0.2128,0.0912,0.4984,0.999,0.0086,0.6616,0.0715,0.5333,75,0.2732
random,0,k1_random,30,18,100018,False,1.02,none,0,never_reached_cube,False,False,False,False,0.0341,0.0,0.0,0.0,0.0341,0.2151,0.2028,0.0575,,,,0.0,0.0127,False,150,,,,,,1.7424,0.1743,0.1,0.4975,0.9992,0.0076,0.6583,0.0182,0.5067,81,0.0151
random,0,k1_random,30,19,100019,False,2.39,none,0,never_reached_cube,False,False,False,False,0.0795,0.0,0.0,0.0,0.0795,0.1893,0.1592,0.159,,,,0.0,0.0127,False,150,,,,,,2.1383,0.2242,0.1048,0.5018,0.9994,0.0048,0.6698,0.0219,0.54,70,0.0353
random,0,k1_random,30,20,100020,False,13.68,reach,1,reached_but_no_grasp,True,False,False,False,0.4558,0.0,0.0,0.0,0.4558,0.2094,0.061,0.7087,,,,0.0,0.0173,False,150,113,,,,,2.2799,0.2717,0.1192,0.5006,0.9999,0.0067,0.6505,0.0051,0.5133,71,0.2026
random,0,k1_random,30,21,100021,False,2.89,none,0,never_reached_cube,False,False,False,False,0.0962,0.0,0.0,0.0,0.0962,0.199,0.1493,0.2499,,,,0.0,0.0127,False,150,,,,,,1.9302,0.2684,0.139,0.4842,0.9998,0.0095,0.6454,-0.0447,0.4533,69,0.0427
random,0,k1_random,30,22,100022,False,0.59,none,0,never_reached_cube,False,False,False,False,0.0195,0.0,0.0,0.0,0.0195,0.2159,0.231,0.0,,,,0.0,0.0127,False,150,,,,,,1.9051,0.3069,0.1611,0.5074,0.9996,0.0105,0.6525,0.106,0.56,77,0.0087
random,0,k1_random,30,23,100023,False,0.82,none,0,never_reached_cube,False,False,False,False,0.0273,0.0,0.0,0.0,0.0273,0.2055,0.214,0.0,,,,0.0,0.0127,False,150,,,,,,1.9508,0.2842,0.1457,0.5062,0.9986,0.0067,0.6625,-0.0295,0.46,76,0.0121
random,0,k1_random,30,24,100024,False,1.62,none,0,never_reached_cube,False,False,False,False,0.0538,0.0,0.0,0.0,0.0538,0.2258,0.1794,0.2056,,,,0.0,0.0127,False,150,,,,,,2.0094,0.093,0.0463,0.4971,0.9997,0.0105,0.6392,-0.0357,0.4667,72,0.0239
random,0,k1_random,30,25,100025,False,1.55,none,0,never_reached_cube,False,False,False,False,0.0515,0.0,0.0,0.0,0.0515,0.2069,0.1816,0.1222,,,,0.0,0.0127,False,150,,,,,,2.107,0.2142,0.1017,0.5065,0.9998,0.0086,0.6806,-0.0377,0.4533,75,0.0229
random,0,k1_random,30,26,100026,False,9.8,reach,1,reached_but_no_grasp,True,False,False,False,0.3268,0.0,0.0,0.0,0.3268,0.1984,0.0817,0.5884,,,,0.0,0.0127,False,150,71,,,,,2.2968,0.2647,0.1152,0.5034,0.998,0.0067,0.6698,0.0087,0.5133,80,0.1452
random,0,k1_random,30,27,100027,False,0.95,none,0,never_reached_cube,False,False,False,False,0.0316,0.0,0.0,0.0,0.0316,0.2147,0.2065,0.0383,,,,0.0,0.0127,False,150,,,,,,2.2342,0.3309,0.1481,0.4865,0.9996,0.0067,0.6386,-0.0035,0.48,81,0.0141
random,0,k1_random,30,28,100028,False,0.45,none,0,never_reached_cube,False,False,False,False,0.0149,0.0,0.0,0.0,0.0149,0.2292,0.2445,0.0,,,,0.0,0.0127,False,150,,,,,,2.1135,0.5066,0.2397,0.4968,0.9999,0.0105,0.6512,-0.0284,0.5,77,0.0066
random,0,k1_random,30,29,100029,False,2.99,none,0,never_reached_cube,False,False,False,False,0.0997,0.0,0.0,0.0,0.0997,0.2004,0.1474,0.2648,,,,0.0,0.0127,False,150,,,,,,2.2861,0.1787,0.0782,0.4976,0.9998,0.0095,0.6608,0.1112,0.5733,80,0.0443
